File accession	File format	Output type	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate	Read length	Mapped read length	Run type	Paired end	Paired with	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Assembly	Platform	Controlled by	File Status	Audit WARNING	Audit INTERNAL_ACTION	Audit NOT_COMPLIANT	Audit ERROR
ENCFF774WWH	bed narrowPeak	peaks	ENCSR313VZG	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				FIP1L1-human	DNA			SDS	formaldehyde	False	2018-01-19	ENCODE				1							ENCFF021UBI, ENCFF363VZX, ENCFF994SVB	5619349	ENCODE Processing Pipeline	370dd3a144b1926ea5dc3d55c9ad2750		https://www.encodeproject.org/files/ENCFF774WWH/@@download/ENCFF774WWH.bed.gz	hg19			released	borderline replicate concordance, mild to moderate bottlenecking, low read length, moderate library complexity, low read depth	experiment not submitted to GEO	insufficient read depth	
ENCFF093OUB	bed narrowPeak	optimal idr thresholded peaks	ENCSR313VZG	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				FIP1L1-human	DNA			SDS	formaldehyde	False	2018-01-19	ENCODE				1, 2							ENCFF001TDO, ENCFF085CEK, ENCFF774WWH, ENCFF940FLJ	68983	ENCODE Processing Pipeline	0a4e7d993d80ecf65920797b2053a03d		https://www.encodeproject.org/files/ENCFF093OUB/@@download/ENCFF093OUB.bed.gz	hg19			released	borderline replicate concordance, mild to moderate bottlenecking, low read length, moderate library complexity, low read depth	experiment not submitted to GEO	insufficient read depth	
ENCFF011DOP	bed narrowPeak	conservative idr thresholded peaks	ENCSR313VZG	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				FIP1L1-human	DNA			SDS	formaldehyde	False	2018-01-19	ENCODE				1, 2							ENCFF001TDO, ENCFF085CEK, ENCFF774WWH, ENCFF940FLJ	38830	ENCODE Processing Pipeline	e57e80ed785ef078bce9144a887838dc		https://www.encodeproject.org/files/ENCFF011DOP/@@download/ENCFF011DOP.bed.gz	hg19			released	borderline replicate concordance, mild to moderate bottlenecking, low read length, moderate library complexity, low read depth	experiment not submitted to GEO	insufficient read depth	
ENCFF001VKX	bed narrowPeak	peaks	ENCSR000EEA	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				RFX5-human	DNA		see document	see document		False	2011-10-29	ENCODE												711459	Michael Snyder, Stanford	9eb388977d144d850072d7f8cecf0b4d		https://www.encodeproject.org/files/ENCFF001VKX/@@download/ENCFF001VKX.bed.gz	hg19			archived	low read depth, low read length, inconsistent target of control experiment	biological replicates with identical biosample, missing derived_from		missing control alignments
ENCFF002CUT	bed narrowPeak	optimal idr thresholded peaks	ENCSR000EEA	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				RFX5-human	DNA		see document	see document		False	2011-10-29	ENCODE												157443	ENCODE Consortium Analysis Working Group	c10b815febb8b315038eb377878d4075		https://www.encodeproject.org/files/ENCFF002CUT/@@download/ENCFF002CUT.bed.gz	hg19			archived	low read depth, low read length, inconsistent target of control experiment	biological replicates with identical biosample, missing derived_from		missing control alignments
ENCFF773COA	bed narrowPeak	conservative idr thresholded peaks	ENCSR000EEA	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				RFX5-human	DNA		see document	see document		False	2011-10-29	ENCODE				1, 2							ENCFF419RSJ, ENCFF571GYX, ENCFF871SCU, ENCFF925FLA	125865	ENCODE Processing Pipeline	a4629744fd5ae5a045238ca0c27aeed4		https://www.encodeproject.org/files/ENCFF773COA/@@download/ENCFF773COA.bed.gz	GRCh38			released	low read depth, low read length, inconsistent target of control experiment	biological replicates with identical biosample		missing control alignments
ENCFF571GYX	bed narrowPeak	peaks	ENCSR000EEA	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				RFX5-human	DNA		see document	see document		False	2011-10-29	ENCODE				1, 2							ENCFF380VYQ, ENCFF569JCK	4292796	ENCODE Processing Pipeline	06337367acc3ebb2ecc3debd3f434277		https://www.encodeproject.org/files/ENCFF571GYX/@@download/ENCFF571GYX.bed.gz	GRCh38			released	low read depth, low read length, inconsistent target of control experiment	biological replicates with identical biosample		missing control alignments
ENCFF871SCU	bed narrowPeak	peaks	ENCSR000EEA	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				RFX5-human	DNA		see document	see document		False	2011-10-29	ENCODE				1							ENCFF569JCK	4864635	ENCODE Processing Pipeline	368458ea8532a6356a66a706f764ac55		https://www.encodeproject.org/files/ENCFF871SCU/@@download/ENCFF871SCU.bed.gz	GRCh38			released	low read depth, low read length, inconsistent target of control experiment	biological replicates with identical biosample		missing control alignments
ENCFF925FLA	bed narrowPeak	peaks	ENCSR000EEA	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				RFX5-human	DNA		see document	see document		False	2011-10-29	ENCODE				2							ENCFF380VYQ	5236445	ENCODE Processing Pipeline	876b726312daf656c672f842d3b85e97		https://www.encodeproject.org/files/ENCFF925FLA/@@download/ENCFF925FLA.bed.gz	GRCh38			released	low read depth, low read length, inconsistent target of control experiment	biological replicates with identical biosample		missing control alignments
ENCFF059GWW	bed narrowPeak	optimal idr thresholded peaks	ENCSR000EEA	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				RFX5-human	DNA		see document	see document		False	2011-10-29	ENCODE				1, 2							ENCFF419RSJ, ENCFF571GYX, ENCFF871SCU, ENCFF925FLA	142807	ENCODE Processing Pipeline	30429265177f4280c52941afaf9c14b7		https://www.encodeproject.org/files/ENCFF059GWW/@@download/ENCFF059GWW.bed.gz	GRCh38			released	low read depth, low read length, inconsistent target of control experiment	biological replicates with identical biosample		missing control alignments
ENCFF304RUP	bed narrowPeak	peaks	ENCSR000EEA	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				RFX5-human	DNA		see document	see document		False	2011-10-29	ENCODE				1							ENCFF107SKX, ENCFF212ITE	4869264	ENCODE Processing Pipeline	77f7c98cc30fb528074854e7ee61e981		https://www.encodeproject.org/files/ENCFF304RUP/@@download/ENCFF304RUP.bed.gz	hg19			released	low read depth, low read length, inconsistent target of control experiment	biological replicates with identical biosample		missing control alignments
ENCFF645MNT	bed narrowPeak	conservative idr thresholded peaks	ENCSR000EEA	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				RFX5-human	DNA		see document	see document		False	2011-10-29	ENCODE				1, 2							ENCFF001TDO, ENCFF003GUP, ENCFF304RUP, ENCFF777PZJ	124151	ENCODE Processing Pipeline	cfca14c6e93bfa93c67ab28a46b1a0b7		https://www.encodeproject.org/files/ENCFF645MNT/@@download/ENCFF645MNT.bed.gz	hg19			released	low read depth, low read length, inconsistent target of control experiment	biological replicates with identical biosample		missing control alignments
ENCFF933GHY	bed narrowPeak	optimal idr thresholded peaks	ENCSR000EEA	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				RFX5-human	DNA		see document	see document		False	2011-10-29	ENCODE				1, 2							ENCFF001TDO, ENCFF003GUP, ENCFF304RUP, ENCFF777PZJ	138519	ENCODE Processing Pipeline	27647aa248b0cf30ae4671167b3b5fa0		https://www.encodeproject.org/files/ENCFF933GHY/@@download/ENCFF933GHY.bed.gz	hg19			released	low read depth, low read length, inconsistent target of control experiment	biological replicates with identical biosample		missing control alignments
ENCFF003GUP	bed narrowPeak	peaks	ENCSR000EEA	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				RFX5-human	DNA		see document	see document		False	2011-10-29	ENCODE				2							ENCFF107SKX, ENCFF513YON	5236960	ENCODE Processing Pipeline	3479a76d6597c1dd5332a56411676510		https://www.encodeproject.org/files/ENCFF003GUP/@@download/ENCFF003GUP.bed.gz	hg19			released	low read depth, low read length, inconsistent target of control experiment	biological replicates with identical biosample		missing control alignments
ENCFF777PZJ	bed narrowPeak	peaks	ENCSR000EEA	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				RFX5-human	DNA		see document	see document		False	2011-10-29	ENCODE				1, 2							ENCFF107SKX, ENCFF212ITE, ENCFF513YON	4348113	ENCODE Processing Pipeline	ed32917940a71aeb2f800f2adce31378		https://www.encodeproject.org/files/ENCFF777PZJ/@@download/ENCFF777PZJ.bed.gz	hg19			released	low read depth, low read length, inconsistent target of control experiment	biological replicates with identical biosample		missing control alignments
ENCFF001VJY	bed narrowPeak	peaks	ENCSR000EDO	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				CEBPZ-human	DNA		see document	see document		False	2012-05-14	ENCODE												63273	Michael Snyder, Stanford	7fc6b0c4ac4ddb116252b0d9ca636852		https://www.encodeproject.org/files/ENCFF001VJY/@@download/ENCFF001VJY.bed.gz	hg19			archived	low read length, inconsistent target of control experiment	biological replicates with identical biosample, missing derived_from		
ENCFF207THC	bed narrowPeak	peaks	ENCSR000EDO	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				CEBPZ-human	DNA		see document	see document		False	2012-05-14	ENCODE				2							ENCFF165KZY, ENCFF799JNH	4695261	ENCODE Processing Pipeline	5617fc6d75e89afdf58ac493617cd07e		https://www.encodeproject.org/files/ENCFF207THC/@@download/ENCFF207THC.bed.gz	GRCh38			released	low read length, inconsistent target of control experiment	biological replicates with identical biosample		
ENCFF885VKS	bed narrowPeak	peaks	ENCSR000EDO	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				CEBPZ-human	DNA		see document	see document		False	2012-05-14	ENCODE				1							ENCFF165KZY, ENCFF186OVM	4703362	ENCODE Processing Pipeline	1ec084ee74df4a5495bc027c8ccdaf35		https://www.encodeproject.org/files/ENCFF885VKS/@@download/ENCFF885VKS.bed.gz	GRCh38			released	low read length, inconsistent target of control experiment	biological replicates with identical biosample		
ENCFF861NZS	bed narrowPeak	peaks	ENCSR000EDO	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				CEBPZ-human	DNA		see document	see document		False	2012-05-14	ENCODE				1, 2							ENCFF165KZY, ENCFF186OVM, ENCFF799JNH	5490085	ENCODE Processing Pipeline	a922ae7f578c3e987c043eb196baaf26		https://www.encodeproject.org/files/ENCFF861NZS/@@download/ENCFF861NZS.bed.gz	GRCh38			released	low read length, inconsistent target of control experiment	biological replicates with identical biosample		
ENCFF500GAV	bed narrowPeak	conservative idr thresholded peaks	ENCSR000EDO	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				CEBPZ-human	DNA		see document	see document		False	2012-05-14	ENCODE				1, 2							ENCFF207THC, ENCFF419RSJ, ENCFF861NZS, ENCFF885VKS	7686	ENCODE Processing Pipeline	f414732a6aaa3787a17e9fccc995a3d0		https://www.encodeproject.org/files/ENCFF500GAV/@@download/ENCFF500GAV.bed.gz	GRCh38			released	low read length, inconsistent target of control experiment	biological replicates with identical biosample		
ENCFF195BKI	bed narrowPeak	optimal idr thresholded peaks	ENCSR000EDO	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				CEBPZ-human	DNA		see document	see document		False	2012-05-14	ENCODE				1, 2							ENCFF207THC, ENCFF419RSJ, ENCFF861NZS, ENCFF885VKS	10445	ENCODE Processing Pipeline	78e1db3e66799cc9508432dab122f768		https://www.encodeproject.org/files/ENCFF195BKI/@@download/ENCFF195BKI.bed.gz	GRCh38			released	low read length, inconsistent target of control experiment	biological replicates with identical biosample		
ENCFF208AFB	bed narrowPeak	optimal idr thresholded peaks	ENCSR000EDO	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				CEBPZ-human	DNA		see document	see document		False	2012-05-14	ENCODE				1, 2							ENCFF001TDO, ENCFF038ZOH, ENCFF884XPS, ENCFF929SGA	9470	ENCODE Processing Pipeline	d920db9d39dce27b60ab03fd7bb65dad		https://www.encodeproject.org/files/ENCFF208AFB/@@download/ENCFF208AFB.bed.gz	hg19			released	low read length, inconsistent target of control experiment	biological replicates with identical biosample		
ENCFF038ZOH	bed narrowPeak	peaks	ENCSR000EDO	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				CEBPZ-human	DNA		see document	see document		False	2012-05-14	ENCODE				1, 2							ENCFF107SKX, ENCFF560JLB, ENCFF668MHY	5491336	ENCODE Processing Pipeline	de98d5f3910349e65c273727c2e21cb1		https://www.encodeproject.org/files/ENCFF038ZOH/@@download/ENCFF038ZOH.bed.gz	hg19			released	low read length, inconsistent target of control experiment	biological replicates with identical biosample		
ENCFF929SGA	bed narrowPeak	peaks	ENCSR000EDO	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				CEBPZ-human	DNA		see document	see document		False	2012-05-14	ENCODE				1							ENCFF107SKX, ENCFF560JLB	4706650	ENCODE Processing Pipeline	d42a88d216a12127529d2d79002fbd92		https://www.encodeproject.org/files/ENCFF929SGA/@@download/ENCFF929SGA.bed.gz	hg19			released	low read length, inconsistent target of control experiment	biological replicates with identical biosample		
ENCFF684MOG	bed narrowPeak	conservative idr thresholded peaks	ENCSR000EDO	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				CEBPZ-human	DNA		see document	see document		False	2012-05-14	ENCODE				1, 2							ENCFF001TDO, ENCFF038ZOH, ENCFF884XPS, ENCFF929SGA	7269	ENCODE Processing Pipeline	296eb6650de416b423dbe5a2c7597807		https://www.encodeproject.org/files/ENCFF684MOG/@@download/ENCFF684MOG.bed.gz	hg19			released	low read length, inconsistent target of control experiment	biological replicates with identical biosample		
ENCFF884XPS	bed narrowPeak	peaks	ENCSR000EDO	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				CEBPZ-human	DNA		see document	see document		False	2012-05-14	ENCODE				2							ENCFF107SKX, ENCFF668MHY	4699127	ENCODE Processing Pipeline	6f90fde65bb7f6500c06791315ab13ba		https://www.encodeproject.org/files/ENCFF884XPS/@@download/ENCFF884XPS.bed.gz	hg19			released	low read length, inconsistent target of control experiment	biological replicates with identical biosample		
ENCFF126HBJ	bed narrowPeak	peaks	ENCSR488EES	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				NFE2L2-human	DNA					False	2014-07-07	ENCODE				1							ENCFF863VMN, ENCFF876KIY	4458692	ENCODE Processing Pipeline	17a38a6848d9b81c86be2db1ef3fc780		https://www.encodeproject.org/files/ENCFF126HBJ/@@download/ENCFF126HBJ.bed.gz	hg19			released	low read length			
ENCFF297BXM	bed narrowPeak	optimal idr thresholded peaks	ENCSR488EES	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				NFE2L2-human	DNA					False	2014-07-07	ENCODE				1, 2							ENCFF001TDO, ENCFF126HBJ, ENCFF144BHZ, ENCFF596MOA	170579	ENCODE Processing Pipeline	bee2941bec91c7c87a5e2348f00cbff5		https://www.encodeproject.org/files/ENCFF297BXM/@@download/ENCFF297BXM.bed.gz	hg19			released	low read length			
ENCFF144BHZ	bed narrowPeak	peaks	ENCSR488EES	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				NFE2L2-human	DNA					False	2014-07-07	ENCODE				2							ENCFF423SVA, ENCFF817NEK	4684240	ENCODE Processing Pipeline	b039605dd3eb42480c302fbe7f343f62		https://www.encodeproject.org/files/ENCFF144BHZ/@@download/ENCFF144BHZ.bed.gz	hg19			released	low read length			
ENCFF266HXY	bed narrowPeak	conservative idr thresholded peaks	ENCSR488EES	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				NFE2L2-human	DNA					False	2014-07-07	ENCODE				1, 2							ENCFF001TDO, ENCFF126HBJ, ENCFF144BHZ, ENCFF596MOA	137507	ENCODE Processing Pipeline	f7e922c1f864ab789a4b1955ca73dcef		https://www.encodeproject.org/files/ENCFF266HXY/@@download/ENCFF266HXY.bed.gz	hg19			released	low read length			
ENCFF596MOA	bed narrowPeak	peaks	ENCSR488EES	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				NFE2L2-human	DNA					False	2014-07-07	ENCODE				1, 2							ENCFF423SVA, ENCFF817NEK, ENCFF863VMN, ENCFF876KIY	5957990	ENCODE Processing Pipeline	1133aca16907c33163480a858056a8ba		https://www.encodeproject.org/files/ENCFF596MOA/@@download/ENCFF596MOA.bed.gz	hg19			released	low read length			
ENCFF555MVU	bed narrowPeak	peaks	ENCSR488EES	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				NFE2L2-human	DNA					False	2014-07-07	ENCODE				2							ENCFF423SVA, ENCFF817NEK	4929047	ENCODE Processing Pipeline	7a4179c75cc94bab2656baeaec9484b2		https://www.encodeproject.org/files/ENCFF555MVU/@@download/ENCFF555MVU.bed.gz	hg19			archived	low read length			
ENCFF774CXV	bed narrowPeak	peaks	ENCSR488EES	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				NFE2L2-human	DNA					False	2014-07-07	ENCODE				1							ENCFF863VMN, ENCFF876KIY	4687227	ENCODE Processing Pipeline	03ffe23db55bbba6325625b7bfd07dbe		https://www.encodeproject.org/files/ENCFF774CXV/@@download/ENCFF774CXV.bed.gz	hg19			archived	low read length			
ENCFF128XNM	bed narrowPeak	peaks	ENCSR488EES	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				NFE2L2-human	DNA					False	2014-07-07	ENCODE				1, 2							ENCFF423SVA, ENCFF817NEK, ENCFF863VMN, ENCFF876KIY	6170349	ENCODE Processing Pipeline	a2e60512da085951b23aa55ac6c413ae		https://www.encodeproject.org/files/ENCFF128XNM/@@download/ENCFF128XNM.bed.gz	hg19			archived	low read length			
ENCFF225ICI	bed narrowPeak	peaks	ENCSR488EES	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				NFE2L2-human	DNA					False	2014-07-07	ENCODE				2							ENCFF063AFU, ENCFF536CTV	4682268	ENCODE Processing Pipeline	9d16d8719e25c09f47cb695381cc6915		https://www.encodeproject.org/files/ENCFF225ICI/@@download/ENCFF225ICI.bed.gz	GRCh38			released	low read length			
ENCFF929ZCR	bed narrowPeak	peaks	ENCSR488EES	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				NFE2L2-human	DNA					False	2014-07-07	ENCODE				1, 2							ENCFF063AFU, ENCFF421XBU, ENCFF511RLN, ENCFF536CTV	5903503	ENCODE Processing Pipeline	6add27599b857a8da855f8881f543dc5		https://www.encodeproject.org/files/ENCFF929ZCR/@@download/ENCFF929ZCR.bed.gz	GRCh38			released	low read length			
ENCFF687KJY	bed narrowPeak	peaks	ENCSR488EES	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				NFE2L2-human	DNA					False	2014-07-07	ENCODE				1							ENCFF421XBU, ENCFF511RLN	4463075	ENCODE Processing Pipeline	4e3605a2e1a57680cbbc9b22c0d949fe		https://www.encodeproject.org/files/ENCFF687KJY/@@download/ENCFF687KJY.bed.gz	GRCh38			released	low read length			
ENCFF525YEM	bed narrowPeak	conservative idr thresholded peaks	ENCSR488EES	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				NFE2L2-human	DNA					False	2014-07-07	ENCODE				1, 2							ENCFF225ICI, ENCFF419RSJ, ENCFF687KJY, ENCFF929ZCR	137858	ENCODE Processing Pipeline	858468dd59954893950dbdd05828dfa3		https://www.encodeproject.org/files/ENCFF525YEM/@@download/ENCFF525YEM.bed.gz	GRCh38			released	low read length			
ENCFF882YLO	bed narrowPeak	optimal idr thresholded peaks	ENCSR488EES	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				NFE2L2-human	DNA					False	2014-07-07	ENCODE				1, 2							ENCFF225ICI, ENCFF419RSJ, ENCFF687KJY, ENCFF929ZCR	172377	ENCODE Processing Pipeline	bcdd8d146856723e85d46e62185ffe1c		https://www.encodeproject.org/files/ENCFF882YLO/@@download/ENCFF882YLO.bed.gz	GRCh38			released	low read length			
ENCFF928POR	bed narrowPeak	optimal idr thresholded peaks	ENCSR488EES	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				NFE2L2-human	DNA					False	2014-07-07	ENCODE				1, 2							ENCFF001TDO, ENCFF128XNM, ENCFF555MVU, ENCFF774CXV	156347	ENCODE Processing Pipeline	11db2a9f2b96341e423d0f808874e03c		https://www.encodeproject.org/files/ENCFF928POR/@@download/ENCFF928POR.bed.gz	hg19			archived	low read length			
ENCFF261EFH	bed narrowPeak	conservative idr thresholded peaks	ENCSR488EES	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				NFE2L2-human	DNA					False	2014-07-07	ENCODE				1, 2							ENCFF001TDO, ENCFF128XNM, ENCFF555MVU, ENCFF774CXV	129596	ENCODE Processing Pipeline	9a97065b83c294695a214242da5e3064		https://www.encodeproject.org/files/ENCFF261EFH/@@download/ENCFF261EFH.bed.gz	hg19			archived	low read length			
ENCFF758VXC	bed narrowPeak	peaks	ENCSR115BLD	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				KDM1A-human	DNA					False	2017-08-12	ENCODE				1, 2							ENCFF165PBN, ENCFF320ABW, ENCFF705NOL, ENCFF837FXP	7089909	ENCODE Processing Pipeline	1b2077996f478dfb112290f806e2c220		https://www.encodeproject.org/files/ENCFF758VXC/@@download/ENCFF758VXC.bed.gz	hg19			released	mild to moderate bottlenecking, low read length			
ENCFF568WND	bed narrowPeak	conservative idr thresholded peaks	ENCSR115BLD	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				KDM1A-human	DNA					False	2017-08-12	ENCODE				1, 2							ENCFF001TDO, ENCFF566XPO, ENCFF758VXC, ENCFF949QLM	584974	ENCODE Processing Pipeline	2505483c8deaffb10358494843b64b56		https://www.encodeproject.org/files/ENCFF568WND/@@download/ENCFF568WND.bed.gz	hg19			released	mild to moderate bottlenecking, low read length			
ENCFF566XPO	bed narrowPeak	peaks	ENCSR115BLD	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				KDM1A-human	DNA					False	2017-08-12	ENCODE				2							ENCFF165PBN, ENCFF320ABW, ENCFF705NOL	6937675	ENCODE Processing Pipeline	38d46dcfcd1b64bf533d333e3d2ba03d		https://www.encodeproject.org/files/ENCFF566XPO/@@download/ENCFF566XPO.bed.gz	hg19			released	mild to moderate bottlenecking, low read length			
ENCFF613LYW	bed narrowPeak	optimal idr thresholded peaks	ENCSR115BLD	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				KDM1A-human	DNA					False	2017-08-12	ENCODE				1, 2							ENCFF001TDO, ENCFF566XPO, ENCFF758VXC, ENCFF949QLM	878411	ENCODE Processing Pipeline	2518fc77293383b885ca5e85d886d5d4		https://www.encodeproject.org/files/ENCFF613LYW/@@download/ENCFF613LYW.bed.gz	hg19			released	mild to moderate bottlenecking, low read length			
ENCFF949QLM	bed narrowPeak	peaks	ENCSR115BLD	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				KDM1A-human	DNA					False	2017-08-12	ENCODE				1							ENCFF165PBN, ENCFF705NOL, ENCFF837FXP	7128344	ENCODE Processing Pipeline	02a8c5aa305e7707add27f9c004982e2		https://www.encodeproject.org/files/ENCFF949QLM/@@download/ENCFF949QLM.bed.gz	hg19			released	mild to moderate bottlenecking, low read length			
ENCFF302CKN	bed narrowPeak	peaks	ENCSR115BLD	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				KDM1A-human	DNA					False	2017-08-12	ENCODE				1, 2							ENCFF367ZGL, ENCFF627NWR, ENCFF645CCA, ENCFF943MYJ	7089864	ENCODE Processing Pipeline	fa6280fe8997e8c39b09bf61d4791b7f		https://www.encodeproject.org/files/ENCFF302CKN/@@download/ENCFF302CKN.bed.gz	GRCh38			released	mild to moderate bottlenecking, low read length			
ENCFF806NRT	bed narrowPeak	peaks	ENCSR115BLD	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				KDM1A-human	DNA					False	2017-08-12	ENCODE				2							ENCFF367ZGL, ENCFF645CCA, ENCFF943MYJ	6916408	ENCODE Processing Pipeline	15758c84e392108ce84e6ef5858d38b3		https://www.encodeproject.org/files/ENCFF806NRT/@@download/ENCFF806NRT.bed.gz	GRCh38			released	mild to moderate bottlenecking, low read length			
ENCFF471SQW	bed narrowPeak	peaks	ENCSR115BLD	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				KDM1A-human	DNA					False	2017-08-12	ENCODE				1							ENCFF627NWR, ENCFF645CCA, ENCFF943MYJ	7129014	ENCODE Processing Pipeline	b5808e444953a222d7449fac8f1cdf26		https://www.encodeproject.org/files/ENCFF471SQW/@@download/ENCFF471SQW.bed.gz	GRCh38			released	mild to moderate bottlenecking, low read length			
ENCFF768FGG	bed narrowPeak	optimal idr thresholded peaks	ENCSR115BLD	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				KDM1A-human	DNA					False	2017-08-12	ENCODE				1, 2							ENCFF302CKN, ENCFF419RSJ, ENCFF471SQW, ENCFF806NRT	886138	ENCODE Processing Pipeline	9a80fc862ee8698f9d619a66b7ad1b88		https://www.encodeproject.org/files/ENCFF768FGG/@@download/ENCFF768FGG.bed.gz	GRCh38			released	mild to moderate bottlenecking, low read length			
ENCFF222QWW	bed narrowPeak	conservative idr thresholded peaks	ENCSR115BLD	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				KDM1A-human	DNA					False	2017-08-12	ENCODE				1, 2							ENCFF302CKN, ENCFF419RSJ, ENCFF471SQW, ENCFF806NRT	583811	ENCODE Processing Pipeline	338ac0ba0f37eae8fe847bdccf1b2a37		https://www.encodeproject.org/files/ENCFF222QWW/@@download/ENCFF222QWW.bed.gz	GRCh38			released	mild to moderate bottlenecking, low read length			
ENCFF201VJV	bed narrowPeak	peaks	ENCSR407BEZ	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				ZHX2-human	DNA		see document	see document		False	2014-07-07	ENCODE				2							ENCFF113QYJ, ENCFF321TIQ, ENCFF883YOY	5768887	ENCODE Processing Pipeline	093445be744b46274e52e9999f62dea7		https://www.encodeproject.org/files/ENCFF201VJV/@@download/ENCFF201VJV.bed.gz	GRCh38			released	antibody characterized with exemption, low read depth			
ENCFF158NBU	bed narrowPeak	conservative idr thresholded peaks	ENCSR407BEZ	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				ZHX2-human	DNA		see document	see document		False	2014-07-07	ENCODE				1, 2							ENCFF201VJV, ENCFF419RSJ, ENCFF524LUT, ENCFF832QNI	179390	ENCODE Processing Pipeline	16b18a3626ee12ac0d13fd007e35e488		https://www.encodeproject.org/files/ENCFF158NBU/@@download/ENCFF158NBU.bed.gz	GRCh38			released	antibody characterized with exemption, low read depth			
ENCFF832QNI	bed narrowPeak	peaks	ENCSR407BEZ	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				ZHX2-human	DNA		see document	see document		False	2014-07-07	ENCODE				1							ENCFF113QYJ, ENCFF321TIQ, ENCFF638HCT	5825382	ENCODE Processing Pipeline	3b2b4bfe52f8686ed004498479c1aad3		https://www.encodeproject.org/files/ENCFF832QNI/@@download/ENCFF832QNI.bed.gz	GRCh38			released	antibody characterized with exemption, low read depth			
ENCFF524LUT	bed narrowPeak	peaks	ENCSR407BEZ	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				ZHX2-human	DNA		see document	see document		False	2014-07-07	ENCODE				1, 2							ENCFF113QYJ, ENCFF321TIQ, ENCFF638HCT, ENCFF883YOY	6606186	ENCODE Processing Pipeline	c73f7a61989dc6e28d885ddaba72876e		https://www.encodeproject.org/files/ENCFF524LUT/@@download/ENCFF524LUT.bed.gz	GRCh38			released	antibody characterized with exemption, low read depth			
