File accession	File format	Output type	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Experiment target	Antibody accession	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate	Read length	Mapped read length	Run type	Paired end	Paired with	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Assembly	Platform	Controlled by	File Status	Audit WARNING	Audit INTERNAL_ACTION	Audit NOT_COMPLIANT	Audit ERROR
ENCFF413ETF	bed narrowPeak	peaks	ENCSR426URK	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				AFF1-human	ENCAB277XLW	DNA					False	2018-01-26	ENCODE				2							ENCFF051LWI, ENCFF345IKW	6641125	ENCODE Processing Pipeline	19cc28863f7fd760e831d9789aaec04c		https://www.encodeproject.org/files/ENCFF413ETF/@@download/ENCFF413ETF.bed.gz	hg19			released	mild to moderate bottlenecking	experiment not submitted to GEO	partially characterized antibody	
ENCFF360BTO	bed narrowPeak	optimal idr thresholded peaks	ENCSR426URK	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				AFF1-human	ENCAB277XLW	DNA					False	2018-01-26	ENCODE				1, 2							ENCFF001TDO, ENCFF306ZWZ, ENCFF413ETF, ENCFF653QLK	370611	ENCODE Processing Pipeline	d924365e4efb8282031777e9dde5f954		https://www.encodeproject.org/files/ENCFF360BTO/@@download/ENCFF360BTO.bed.gz	hg19			released	mild to moderate bottlenecking	experiment not submitted to GEO	partially characterized antibody	
ENCFF001VML	bed narrowPeak	peaks	ENCSR000EZX	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens	interferon alpha		6.0 hour	JUN-human	ENCAB000AER	DNA		see document	see document		False	2011-10-29	ENCODE												40087	Sherman Weissman, Yale	7e467221e96e897de9d5ee0f78142062		https://www.encodeproject.org/files/ENCFF001VML/@@download/ENCFF001VML.bed.gz	hg19			archived	control low read depth	missing derived_from, biological replicates with identical biosample	insufficient read length, insufficient read depth	
ENCFF002CVZ	bed narrowPeak	optimal idr thresholded peaks	ENCSR000EZX	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens	interferon alpha		6.0 hour	JUN-human	ENCAB000AER	DNA		see document	see document		False	2011-10-29	ENCODE												127221	ENCODE Consortium Analysis Working Group	8086db1d6870a8c9418dacda7340d3a7		https://www.encodeproject.org/files/ENCFF002CVZ/@@download/ENCFF002CVZ.bed.gz	hg19			archived	control low read depth	missing derived_from, biological replicates with identical biosample	insufficient read length, insufficient read depth	
ENCFF041POZ	bed narrowPeak	peaks	ENCSR000EZX	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens	interferon alpha		6.0 hour	JUN-human	ENCAB000AER	DNA		see document	see document		False	2011-10-29	ENCODE				2							ENCFF278VAK, ENCFF998GMZ	2532916	ENCODE Processing Pipeline	adf8683858265f42f5494538a255772b		https://www.encodeproject.org/files/ENCFF041POZ/@@download/ENCFF041POZ.bed.gz	hg19			released	control low read depth	biological replicates with identical biosample	insufficient read length, insufficient read depth	
ENCFF930BTW	bed narrowPeak	peaks	ENCSR000EZX	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens	interferon alpha		6.0 hour	JUN-human	ENCAB000AER	DNA		see document	see document		False	2011-10-29	ENCODE				1							ENCFF332CUX, ENCFF643UCP	2255268	ENCODE Processing Pipeline	99288f81d434c9ce6c578533335c1349		https://www.encodeproject.org/files/ENCFF930BTW/@@download/ENCFF930BTW.bed.gz	GRCh38			released	control low read depth	biological replicates with identical biosample	insufficient read length, insufficient read depth	
ENCFF829NXG	bed narrowPeak	peaks	ENCSR000EZX	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens	interferon alpha		6.0 hour	JUN-human	ENCAB000AER	DNA		see document	see document		False	2011-10-29	ENCODE				1							ENCFF573AFD, ENCFF998GMZ	2294461	ENCODE Processing Pipeline	3fe26a31a072923e0bb45a0d9b66931c		https://www.encodeproject.org/files/ENCFF829NXG/@@download/ENCFF829NXG.bed.gz	hg19			released	control low read depth	biological replicates with identical biosample	insufficient read length, insufficient read depth	
ENCFF280ZZP	bed narrowPeak	peaks	ENCSR000EZX	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens	interferon alpha		6.0 hour	JUN-human	ENCAB000AER	DNA		see document	see document		False	2011-10-29	ENCODE				2							ENCFF332CUX, ENCFF479JUJ	2519763	ENCODE Processing Pipeline	fc18a979408a276e8afea3fed57bbbf0		https://www.encodeproject.org/files/ENCFF280ZZP/@@download/ENCFF280ZZP.bed.gz	GRCh38			released	control low read depth	biological replicates with identical biosample	insufficient read length, insufficient read depth	
ENCFF862SHH	bed narrowPeak	peaks	ENCSR000EZX	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens	interferon alpha		6.0 hour	JUN-human	ENCAB000AER	DNA		see document	see document		False	2011-10-29	ENCODE				1, 2							ENCFF332CUX, ENCFF479JUJ, ENCFF643UCP	4417992	ENCODE Processing Pipeline	aae811a8393cd976142ffe82526b9e1e		https://www.encodeproject.org/files/ENCFF862SHH/@@download/ENCFF862SHH.bed.gz	GRCh38			released	control low read depth	biological replicates with identical biosample	insufficient read length, insufficient read depth	
ENCFF605EZB	bed narrowPeak	peaks	ENCSR000EZX	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens	interferon alpha		6.0 hour	JUN-human	ENCAB000AER	DNA		see document	see document		False	2011-10-29	ENCODE				1, 2							ENCFF278VAK, ENCFF573AFD, ENCFF998GMZ	4408438	ENCODE Processing Pipeline	b063d9eb04e8363aae6bea84354936ef		https://www.encodeproject.org/files/ENCFF605EZB/@@download/ENCFF605EZB.bed.gz	hg19			released	control low read depth	biological replicates with identical biosample	insufficient read length, insufficient read depth	
ENCFF893WBV	bed narrowPeak	conservative idr thresholded peaks	ENCSR000EZX	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens	interferon alpha		6.0 hour	JUN-human	ENCAB000AER	DNA		see document	see document		False	2011-10-29	ENCODE				1, 2							ENCFF001TDO, ENCFF041POZ, ENCFF605EZB, ENCFF829NXG	82401	ENCODE Processing Pipeline	2d14742f5c29fbcf0d4581e73d7c260d		https://www.encodeproject.org/files/ENCFF893WBV/@@download/ENCFF893WBV.bed.gz	hg19			released	control low read depth	biological replicates with identical biosample	insufficient read length, insufficient read depth	
ENCFF385TGU	bed narrowPeak	conservative idr thresholded peaks	ENCSR000EZX	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens	interferon alpha		6.0 hour	JUN-human	ENCAB000AER	DNA		see document	see document		False	2011-10-29	ENCODE				1, 2							ENCFF280ZZP, ENCFF419RSJ, ENCFF862SHH, ENCFF930BTW	87491	ENCODE Processing Pipeline	275a50be81d82024d510faf668ec44f9		https://www.encodeproject.org/files/ENCFF385TGU/@@download/ENCFF385TGU.bed.gz	GRCh38			released	control low read depth	biological replicates with identical biosample	insufficient read length, insufficient read depth	
ENCFF573GQX	bed narrowPeak	optimal idr thresholded peaks	ENCSR000EZX	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens	interferon alpha		6.0 hour	JUN-human	ENCAB000AER	DNA		see document	see document		False	2011-10-29	ENCODE				1, 2							ENCFF001TDO, ENCFF041POZ, ENCFF605EZB, ENCFF829NXG	84349	ENCODE Processing Pipeline	abed910a74ad73f3c1db21033f7275f3		https://www.encodeproject.org/files/ENCFF573GQX/@@download/ENCFF573GQX.bed.gz	hg19			released	control low read depth	biological replicates with identical biosample	insufficient read length, insufficient read depth	
ENCFF032UMW	bed narrowPeak	optimal idr thresholded peaks	ENCSR000EZX	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens	interferon alpha		6.0 hour	JUN-human	ENCAB000AER	DNA		see document	see document		False	2011-10-29	ENCODE				1, 2							ENCFF280ZZP, ENCFF419RSJ, ENCFF862SHH, ENCFF930BTW	90781	ENCODE Processing Pipeline	fa444e84dbaab69ed24a22454f4b9bc9		https://www.encodeproject.org/files/ENCFF032UMW/@@download/ENCFF032UMW.bed.gz	GRCh38			released	control low read depth	biological replicates with identical biosample	insufficient read length, insufficient read depth	
ENCFF900BSR	bed narrowPeak	peaks	ENCSR658WFQ	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				NCOA1-human	ENCAB585QVB	DNA					False	2018-01-26	ENCODE				1							ENCFF581ZJL, ENCFF901AKT	6741528	ENCODE Processing Pipeline	58128ad5ec746ec21a387510fb287e67		https://www.encodeproject.org/files/ENCFF900BSR/@@download/ENCFF900BSR.bed.gz	hg19			released	low read depth, mild to moderate bottlenecking	experiment not submitted to GEO	partially characterized antibody	
ENCFF904VPX	bed narrowPeak	peaks	ENCSR658WFQ	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				NCOA1-human	ENCAB585QVB	DNA					False	2018-01-26	ENCODE				1, 2							ENCFF051LWI, ENCFF581ZJL, ENCFF875UQI, ENCFF901AKT	7227830	ENCODE Processing Pipeline	44322f9f6d4443ab81f6a7cf06b7443b		https://www.encodeproject.org/files/ENCFF904VPX/@@download/ENCFF904VPX.bed.gz	hg19			released	low read depth, mild to moderate bottlenecking	experiment not submitted to GEO	partially characterized antibody	
ENCFF017TYA	bed narrowPeak	peaks	ENCSR658WFQ	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				NCOA1-human	ENCAB585QVB	DNA					False	2018-01-26	ENCODE				2							ENCFF051LWI, ENCFF875UQI	6781599	ENCODE Processing Pipeline	407ee578b0bb09c7021d00bb1deb39b3		https://www.encodeproject.org/files/ENCFF017TYA/@@download/ENCFF017TYA.bed.gz	hg19			released	low read depth, mild to moderate bottlenecking	experiment not submitted to GEO	partially characterized antibody	
ENCFF721MEV	bed narrowPeak	peaks	ENCSR658WFQ	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				NCOA1-human	ENCAB585QVB	DNA					False	2018-01-26	ENCODE				1							ENCFF897GZC, ENCFF910IKB	6579077	ENCODE Processing Pipeline	bdf2afebe4d760d8dd477b07efa746c4		https://www.encodeproject.org/files/ENCFF721MEV/@@download/ENCFF721MEV.bed.gz	GRCh38			released	low read depth, mild to moderate bottlenecking	experiment not submitted to GEO	partially characterized antibody	
ENCFF345WGJ	bed narrowPeak	peaks	ENCSR658WFQ	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				NCOA1-human	ENCAB585QVB	DNA					False	2018-01-26	ENCODE				2							ENCFF227IZS, ENCFF681JLI	6624056	ENCODE Processing Pipeline	66b0f8373c0478b999d3c9bf0f3ad02d		https://www.encodeproject.org/files/ENCFF345WGJ/@@download/ENCFF345WGJ.bed.gz	GRCh38			released	low read depth, mild to moderate bottlenecking	experiment not submitted to GEO	partially characterized antibody	
ENCFF743HZW	bed narrowPeak	peaks	ENCSR658WFQ	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				NCOA1-human	ENCAB585QVB	DNA					False	2018-01-26	ENCODE				1, 2							ENCFF227IZS, ENCFF681JLI, ENCFF897GZC, ENCFF910IKB	7185552	ENCODE Processing Pipeline	6b73a9c2e87c9ffe712b5db9e8f0f181		https://www.encodeproject.org/files/ENCFF743HZW/@@download/ENCFF743HZW.bed.gz	GRCh38			released	low read depth, mild to moderate bottlenecking	experiment not submitted to GEO	partially characterized antibody	
ENCFF852MFA	bed narrowPeak	conservative idr thresholded peaks	ENCSR658WFQ	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				NCOA1-human	ENCAB585QVB	DNA					False	2018-01-26	ENCODE				1, 2							ENCFF345WGJ, ENCFF419RSJ, ENCFF721MEV, ENCFF743HZW	290117	ENCODE Processing Pipeline	d3aa65070ed1dc10cad932dae28c931c		https://www.encodeproject.org/files/ENCFF852MFA/@@download/ENCFF852MFA.bed.gz	GRCh38			released	low read depth, mild to moderate bottlenecking	experiment not submitted to GEO	partially characterized antibody	
ENCFF474QDS	bed narrowPeak	optimal idr thresholded peaks	ENCSR658WFQ	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				NCOA1-human	ENCAB585QVB	DNA					False	2018-01-26	ENCODE				1, 2							ENCFF345WGJ, ENCFF419RSJ, ENCFF721MEV, ENCFF743HZW	412523	ENCODE Processing Pipeline	8a46781063384c72279f3b61d09cf95d		https://www.encodeproject.org/files/ENCFF474QDS/@@download/ENCFF474QDS.bed.gz	GRCh38			released	low read depth, mild to moderate bottlenecking	experiment not submitted to GEO	partially characterized antibody	
ENCFF271LVS	bed narrowPeak	conservative idr thresholded peaks	ENCSR658WFQ	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				NCOA1-human	ENCAB585QVB	DNA					False	2018-01-26	ENCODE				1, 2							ENCFF001TDO, ENCFF017TYA, ENCFF900BSR, ENCFF904VPX	249210	ENCODE Processing Pipeline	35dd92df5e311abb582f2df352e544cc		https://www.encodeproject.org/files/ENCFF271LVS/@@download/ENCFF271LVS.bed.gz	hg19			released	low read depth, mild to moderate bottlenecking	experiment not submitted to GEO	partially characterized antibody	
ENCFF297JZQ	bed narrowPeak	optimal idr thresholded peaks	ENCSR658WFQ	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				NCOA1-human	ENCAB585QVB	DNA					False	2018-01-26	ENCODE				1, 2							ENCFF001TDO, ENCFF017TYA, ENCFF900BSR, ENCFF904VPX	366322	ENCODE Processing Pipeline	d78ea51f6aa867de601e3cf900656fb7		https://www.encodeproject.org/files/ENCFF297JZQ/@@download/ENCFF297JZQ.bed.gz	hg19			released	low read depth, mild to moderate bottlenecking	experiment not submitted to GEO	partially characterized antibody	
ENCFF438RUW	bed narrowPeak	peaks	ENCSR426MDV	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				MIER1-human	ENCAB956LLD	DNA					False	2016-06-14	ENCODE				1							ENCFF042HRP, ENCFF581ZJL	7190369	ENCODE Processing Pipeline	29979f3a75ae2c25cf3e69c12045ab0c		https://www.encodeproject.org/files/ENCFF438RUW/@@download/ENCFF438RUW.bed.gz	hg19			released	low read depth, antibody characterized with exemption, mild to moderate bottlenecking			
ENCFF601IZU	bed narrowPeak	peaks	ENCSR426MDV	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				MIER1-human	ENCAB956LLD	DNA					False	2016-06-14	ENCODE				1, 2							ENCFF042HRP, ENCFF051LWI, ENCFF465ENL, ENCFF581ZJL	7275622	ENCODE Processing Pipeline	b5cf75c692c3f8c8a6ecae96896aa146		https://www.encodeproject.org/files/ENCFF601IZU/@@download/ENCFF601IZU.bed.gz	hg19			released	low read depth, antibody characterized with exemption, mild to moderate bottlenecking			
ENCFF648JAT	bed narrowPeak	peaks	ENCSR426MDV	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				MIER1-human	ENCAB956LLD	DNA					False	2016-06-14	ENCODE				2							ENCFF051LWI, ENCFF465ENL	6825636	ENCODE Processing Pipeline	573107bfc0e8e29ef5b25a41ef1594c0		https://www.encodeproject.org/files/ENCFF648JAT/@@download/ENCFF648JAT.bed.gz	hg19			released	low read depth, antibody characterized with exemption, mild to moderate bottlenecking			
ENCFF949HEL	bed narrowPeak	peaks	ENCSR426MDV	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				MIER1-human	ENCAB956LLD	DNA					False	2016-06-14	ENCODE				1							ENCFF682OCC, ENCFF910IKB	7150016	ENCODE Processing Pipeline	41f6f260225cf2a2cb3f73d4e8965429		https://www.encodeproject.org/files/ENCFF949HEL/@@download/ENCFF949HEL.bed.gz	GRCh38			released	low read depth, antibody characterized with exemption, mild to moderate bottlenecking			
ENCFF991PXQ	bed narrowPeak	peaks	ENCSR426MDV	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				MIER1-human	ENCAB956LLD	DNA					False	2016-06-14	ENCODE				2							ENCFF227IZS, ENCFF639CLN	6726180	ENCODE Processing Pipeline	93f78692efaca8138b2e133a8c199266		https://www.encodeproject.org/files/ENCFF991PXQ/@@download/ENCFF991PXQ.bed.gz	GRCh38			released	low read depth, antibody characterized with exemption, mild to moderate bottlenecking			
ENCFF318JNW	bed narrowPeak	peaks	ENCSR426MDV	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				MIER1-human	ENCAB956LLD	DNA					False	2016-06-14	ENCODE				1, 2							ENCFF227IZS, ENCFF639CLN, ENCFF682OCC, ENCFF910IKB	7271574	ENCODE Processing Pipeline	11cffb5a9615064667a373e7bea3de88		https://www.encodeproject.org/files/ENCFF318JNW/@@download/ENCFF318JNW.bed.gz	GRCh38			released	low read depth, antibody characterized with exemption, mild to moderate bottlenecking			
ENCFF710ZFM	bed narrowPeak	conservative idr thresholded peaks	ENCSR426MDV	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				MIER1-human	ENCAB956LLD	DNA					False	2016-06-14	ENCODE				1, 2							ENCFF318JNW, ENCFF419RSJ, ENCFF949HEL, ENCFF991PXQ	135199	ENCODE Processing Pipeline	db2e5731edcb19bb8ed3dbabc8c35cba		https://www.encodeproject.org/files/ENCFF710ZFM/@@download/ENCFF710ZFM.bed.gz	GRCh38			released	low read depth, antibody characterized with exemption, mild to moderate bottlenecking			
ENCFF163YZB	bed narrowPeak	optimal idr thresholded peaks	ENCSR426MDV	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				MIER1-human	ENCAB956LLD	DNA					False	2016-06-14	ENCODE				1, 2							ENCFF318JNW, ENCFF419RSJ, ENCFF949HEL, ENCFF991PXQ	187646	ENCODE Processing Pipeline	7852cd66283e8e5a48b2b02aaece67e0		https://www.encodeproject.org/files/ENCFF163YZB/@@download/ENCFF163YZB.bed.gz	GRCh38			released	low read depth, antibody characterized with exemption, mild to moderate bottlenecking			
ENCFF945LXQ	bed narrowPeak	conservative idr thresholded peaks	ENCSR426MDV	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				MIER1-human	ENCAB956LLD	DNA					False	2016-06-14	ENCODE				1, 2							ENCFF001TDO, ENCFF438RUW, ENCFF601IZU, ENCFF648JAT	107428	ENCODE Processing Pipeline	74dff9470dbcc23c534e9a72e1717c2c		https://www.encodeproject.org/files/ENCFF945LXQ/@@download/ENCFF945LXQ.bed.gz	hg19			released	low read depth, antibody characterized with exemption, mild to moderate bottlenecking			
ENCFF365NKO	bed narrowPeak	optimal idr thresholded peaks	ENCSR426MDV	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				MIER1-human	ENCAB956LLD	DNA					False	2016-06-14	ENCODE				1, 2							ENCFF001TDO, ENCFF438RUW, ENCFF601IZU, ENCFF648JAT	150984	ENCODE Processing Pipeline	76edeea358cea581c91fbf496c434e0a		https://www.encodeproject.org/files/ENCFF365NKO/@@download/ENCFF365NKO.bed.gz	hg19			released	low read depth, antibody characterized with exemption, mild to moderate bottlenecking			
ENCFF001VNS	bed narrowPeak	peaks	ENCSR000EFV	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				MAX-human	ENCAB000AIL	DNA		see document	see document		False	2012-05-14	ENCODE												830561	Michael Snyder, Stanford	53d37128b9036301c7fc2b74ee4bf7d2		https://www.encodeproject.org/files/ENCFF001VNS/@@download/ENCFF001VNS.bed.gz	hg19			archived	inconsistent target of control experiment, low read length, low read depth, borderline replicate concordance	missing derived_from, biological replicates with identical biosample	insufficient read depth	
ENCFF002CXD	bed narrowPeak	optimal idr thresholded peaks	ENCSR000EFV	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				MAX-human	ENCAB000AIL	DNA		see document	see document		False	2012-05-14	ENCODE												633651	ENCODE Consortium Analysis Working Group	13a3c429f910b853f14a8fa2de029ec9		https://www.encodeproject.org/files/ENCFF002CXD/@@download/ENCFF002CXD.bed.gz	hg19			archived	inconsistent target of control experiment, low read length, low read depth, borderline replicate concordance	missing derived_from, biological replicates with identical biosample	insufficient read depth	
ENCFF904QUW	bed narrowPeak	peaks	ENCSR000EFV	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				MAX-human	ENCAB000AIL	DNA		see document	see document		False	2012-05-14	ENCODE				1							ENCFF023NGN, ENCFF360QBV	5509072	ENCODE Processing Pipeline	1db81d98be8d40323ddd69f3664c80f5		https://www.encodeproject.org/files/ENCFF904QUW/@@download/ENCFF904QUW.bed.gz	GRCh38			released	inconsistent target of control experiment, low read length, low read depth, borderline replicate concordance	biological replicates with identical biosample	insufficient read depth	
ENCFF825YKX	bed narrowPeak	peaks	ENCSR000EFV	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				MAX-human	ENCAB000AIL	DNA		see document	see document		False	2012-05-14	ENCODE				2							ENCFF023NGN, ENCFF635HIS	3547264	ENCODE Processing Pipeline	8dc0c4664be0be5875661174d99d52fe		https://www.encodeproject.org/files/ENCFF825YKX/@@download/ENCFF825YKX.bed.gz	GRCh38			released	inconsistent target of control experiment, low read length, low read depth, borderline replicate concordance	biological replicates with identical biosample	insufficient read depth	
ENCFF795AWI	bed narrowPeak	peaks	ENCSR000EFV	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				MAX-human	ENCAB000AIL	DNA		see document	see document		False	2012-05-14	ENCODE				1, 2							ENCFF023NGN, ENCFF360QBV, ENCFF635HIS	5850250	ENCODE Processing Pipeline	7fcce035ef6a6d48628090241f338d01		https://www.encodeproject.org/files/ENCFF795AWI/@@download/ENCFF795AWI.bed.gz	GRCh38			released	inconsistent target of control experiment, low read length, low read depth, borderline replicate concordance	biological replicates with identical biosample	insufficient read depth	
ENCFF481AOS	bed narrowPeak	conservative idr thresholded peaks	ENCSR000EFV	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				MAX-human	ENCAB000AIL	DNA		see document	see document		False	2012-05-14	ENCODE				1, 2							ENCFF419RSJ, ENCFF795AWI, ENCFF825YKX, ENCFF904QUW	491554	ENCODE Processing Pipeline	0f610de1495c38eac42b5bf0496297c6		https://www.encodeproject.org/files/ENCFF481AOS/@@download/ENCFF481AOS.bed.gz	GRCh38			released	inconsistent target of control experiment, low read length, low read depth, borderline replicate concordance	biological replicates with identical biosample	insufficient read depth	
ENCFF618VMC	bed narrowPeak	optimal idr thresholded peaks	ENCSR000EFV	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				MAX-human	ENCAB000AIL	DNA		see document	see document		False	2012-05-14	ENCODE				1, 2							ENCFF419RSJ, ENCFF795AWI, ENCFF825YKX, ENCFF904QUW	625612	ENCODE Processing Pipeline	f4682a1dc246195895e23f28ea0ee326		https://www.encodeproject.org/files/ENCFF618VMC/@@download/ENCFF618VMC.bed.gz	GRCh38			released	inconsistent target of control experiment, low read length, low read depth, borderline replicate concordance	biological replicates with identical biosample	insufficient read depth	
ENCFF087MNA	bed narrowPeak	peaks	ENCSR000EFV	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				MAX-human	ENCAB000AIL	DNA		see document	see document		False	2012-05-14	ENCODE				1							ENCFF710NTS, ENCFF938QJA	5449286	ENCODE Processing Pipeline	4556722732e40deaaae36ab6421f2466		https://www.encodeproject.org/files/ENCFF087MNA/@@download/ENCFF087MNA.bed.gz	hg19			released	inconsistent target of control experiment, low read length, low read depth, borderline replicate concordance	biological replicates with identical biosample	insufficient read depth	
ENCFF375JMY	bed narrowPeak	peaks	ENCSR000EFV	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				MAX-human	ENCAB000AIL	DNA		see document	see document		False	2012-05-14	ENCODE				2							ENCFF543CKI, ENCFF710NTS	3550767	ENCODE Processing Pipeline	35c0d89b30c713f3d58bc4a0379b79fd		https://www.encodeproject.org/files/ENCFF375JMY/@@download/ENCFF375JMY.bed.gz	hg19			released	inconsistent target of control experiment, low read length, low read depth, borderline replicate concordance	biological replicates with identical biosample	insufficient read depth	
ENCFF417GYT	bed narrowPeak	peaks	ENCSR000EFV	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				MAX-human	ENCAB000AIL	DNA		see document	see document		False	2012-05-14	ENCODE				1, 2							ENCFF543CKI, ENCFF710NTS, ENCFF938QJA	5862289	ENCODE Processing Pipeline	3476e1449056b1c577ed1bc48b44da15		https://www.encodeproject.org/files/ENCFF417GYT/@@download/ENCFF417GYT.bed.gz	hg19			released	inconsistent target of control experiment, low read length, low read depth, borderline replicate concordance	biological replicates with identical biosample	insufficient read depth	
ENCFF799HIG	bed narrowPeak	optimal idr thresholded peaks	ENCSR000EFV	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				MAX-human	ENCAB000AIL	DNA		see document	see document		False	2012-05-14	ENCODE				1, 2							ENCFF001TDO, ENCFF087MNA, ENCFF375JMY, ENCFF417GYT	624145	ENCODE Processing Pipeline	1b006f9e5ad27a54abb8329a52edd9d8		https://www.encodeproject.org/files/ENCFF799HIG/@@download/ENCFF799HIG.bed.gz	hg19			released	inconsistent target of control experiment, low read length, low read depth, borderline replicate concordance	biological replicates with identical biosample	insufficient read depth	
ENCFF679HVZ	bed narrowPeak	conservative idr thresholded peaks	ENCSR000EFV	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				MAX-human	ENCAB000AIL	DNA		see document	see document		False	2012-05-14	ENCODE				1, 2							ENCFF001TDO, ENCFF087MNA, ENCFF375JMY, ENCFF417GYT	491844	ENCODE Processing Pipeline	a4a652a1b8c7d990f86c11800e00c02f		https://www.encodeproject.org/files/ENCFF679HVZ/@@download/ENCFF679HVZ.bed.gz	hg19			released	inconsistent target of control experiment, low read length, low read depth, borderline replicate concordance	biological replicates with identical biosample	insufficient read depth	
ENCFF310DOZ	bed narrowPeak	peaks	ENCSR370NFS	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				ZNF280A-human	ENCAB171RPO	DNA					False	2018-01-26	ENCODE				2							ENCFF051LWI, ENCFF669HLL	5924348	ENCODE Processing Pipeline	14b3f3d8ab5a0509cdc620d42c6ac978		https://www.encodeproject.org/files/ENCFF310DOZ/@@download/ENCFF310DOZ.bed.gz	hg19			released	low read depth, mild to moderate bottlenecking	experiment not submitted to GEO	partially characterized antibody	missing control alignments
ENCFF434UXV	bed narrowPeak	peaks	ENCSR370NFS	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				ZNF280A-human	ENCAB171RPO	DNA					False	2018-01-26	ENCODE				1							ENCFF078WRQ, ENCFF581ZJL	6121491	ENCODE Processing Pipeline	9e7a73b61fd9f2cad156317b4ebb9bea		https://www.encodeproject.org/files/ENCFF434UXV/@@download/ENCFF434UXV.bed.gz	hg19			released	low read depth, mild to moderate bottlenecking	experiment not submitted to GEO	partially characterized antibody	missing control alignments
ENCFF082MXA	bed narrowPeak	peaks	ENCSR370NFS	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				ZNF280A-human	ENCAB171RPO	DNA					False	2018-01-26	ENCODE				1, 2							ENCFF051LWI, ENCFF078WRQ, ENCFF581ZJL, ENCFF669HLL	6998910	ENCODE Processing Pipeline	3a238ed715655731324f9400fe59a7e0		https://www.encodeproject.org/files/ENCFF082MXA/@@download/ENCFF082MXA.bed.gz	hg19			released	low read depth, mild to moderate bottlenecking	experiment not submitted to GEO	partially characterized antibody	missing control alignments
ENCFF826NFB	bed narrowPeak	peaks	ENCSR370NFS	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				ZNF280A-human	ENCAB171RPO	DNA					False	2018-01-26	ENCODE				1							ENCFF513UKV	5993620	ENCODE Processing Pipeline	2e3b0fde9f7559a8c83c68db909f136b		https://www.encodeproject.org/files/ENCFF826NFB/@@download/ENCFF826NFB.bed.gz	GRCh38			released	low read depth, mild to moderate bottlenecking	experiment not submitted to GEO	partially characterized antibody	missing control alignments
