File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF047PZR	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR820DQJ	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										NOL12-human	RNA				ultraviolet irradiation	strand-specific	2016-04-26	ENCODE		see document	175-300	1, 2	1_1, 2_1							/files/ENCFF716SCR/, /files/ENCFF515WRY/, /files/ENCFF821NNN/, /files/ENCFF818JLM/, /files/ENCFF039QTN/, /files/ENCFF160ZHG/	7329	Gene Yeo, UCSD	eab15395a65e03b2864903087ba4c771		https://www.encodeproject.org/files/ENCFF047PZR/@@download/ENCFF047PZR.bed.gz				released	s3://encode-public/2018/06/08/7b85cfc0-6c7d-4669-813d-5ba570b3e9be/ENCFF047PZR.bed.gz			
ENCFF914WFQ	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR820DQJ	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										NOL12-human	RNA				ultraviolet irradiation	strand-specific	2016-04-26	ENCODE		see document	175-300	1, 2	1_1, 2_1							/files/ENCFF506LVL/, /files/ENCFF087FYK/, /files/ENCFF269URO/, /files/ENCFF722JFH/, /files/ENCFF026OKT/, /files/ENCFF134IIH/	7191	Gene Yeo, UCSD	af063dedfcc28f93dd06626ec083e4a7		https://www.encodeproject.org/files/ENCFF914WFQ/@@download/ENCFF914WFQ.bed.gz				released	s3://encode-public/2018/12/03/f86480c1-6e14-4dc7-9b16-7414d7a910b1/ENCFF914WFQ.bed.gz			
ENCFF716SCR	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR820DQJ	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										NOL12-human	RNA				ultraviolet irradiation	strand-specific	2016-04-26	ENCODE		see document	175-300	1	1_1							/files/ENCFF821NNN/, /files/ENCFF818JLM/	938315	Gene Yeo, UCSD	0b19b7b6936c426014d7adbc6ce2c09c		https://www.encodeproject.org/files/ENCFF716SCR/@@download/ENCFF716SCR.bed.gz				released	s3://encode-public/2016/11/30/7eb3e8ac-c3e9-437a-847b-31aa990913b2/ENCFF716SCR.bed.gz			
ENCFF515WRY	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR820DQJ	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										NOL12-human	RNA				ultraviolet irradiation	strand-specific	2016-04-26	ENCODE		see document	175-300	2	2_1							/files/ENCFF160ZHG/, /files/ENCFF818JLM/	553490	Gene Yeo, UCSD	58c731a7308d26b2446196e1c3d78fab		https://www.encodeproject.org/files/ENCFF515WRY/@@download/ENCFF515WRY.bed.gz				released	s3://encode-public/2016/11/30/0b449703-7a74-4b47-91fc-9dc4c9bc6ad7/ENCFF515WRY.bed.gz			
ENCFF087FYK	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR820DQJ	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										NOL12-human	RNA				ultraviolet irradiation	strand-specific	2016-04-26	ENCODE		see document	175-300	1	1_1							/files/ENCFF722JFH/, /files/ENCFF026OKT/	912085	Gene Yeo, UCSD	8084bf4974ba62f3b4bcbd0d228592a5		https://www.encodeproject.org/files/ENCFF087FYK/@@download/ENCFF087FYK.bed.gz				released	s3://encode-public/2016/11/30/06c66a3d-6967-4e40-8a4e-8fcc82db0a65/ENCFF087FYK.bed.gz			
ENCFF506LVL	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR820DQJ	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										NOL12-human	RNA				ultraviolet irradiation	strand-specific	2016-04-26	ENCODE		see document	175-300	2	2_1							/files/ENCFF134IIH/, /files/ENCFF026OKT/	529851	Gene Yeo, UCSD	e43cc9fad730fe3c6fd2c424617f2e16		https://www.encodeproject.org/files/ENCFF506LVL/@@download/ENCFF506LVL.bed.gz				released	s3://encode-public/2016/11/30/cdab1862-1035-4efe-87ca-04ce7b673500/ENCFF506LVL.bed.gz			
ENCFF002FLD	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR301TFY	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										DKC1-human	RNA				ultraviolet irradiation	strand-specific	2016-04-26	ENCODE		see document	175-300	1, 2	1_1, 2_1							/files/ENCFF973XJS/, /files/ENCFF568RRM/, /files/ENCFF111YEH/, /files/ENCFF039QTN/, /files/ENCFF074ATJ/, /files/ENCFF043XKO/	55545	Gene Yeo, UCSD	a0e9b9d075fce30eacc74e7c26b29e92		https://www.encodeproject.org/files/ENCFF002FLD/@@download/ENCFF002FLD.bed.gz				released	s3://encode-public/2018/06/08/b9ad03aa-177d-48d0-850f-42187fbbb78e/ENCFF002FLD.bed.gz	mixed read lengths		
ENCFF633LQC	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR301TFY	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										DKC1-human	RNA				ultraviolet irradiation	strand-specific	2016-04-26	ENCODE		see document	175-300	1, 2	1_1, 2_1							/files/ENCFF252TQP/, /files/ENCFF732TFX/, /files/ENCFF038LJH/, /files/ENCFF269URO/, /files/ENCFF841ZPX/, /files/ENCFF897PMV/	55218	Gene Yeo, UCSD	1a7ce64902a1ee75012b126ce87bee6f		https://www.encodeproject.org/files/ENCFF633LQC/@@download/ENCFF633LQC.bed.gz				released	s3://encode-public/2018/12/03/99195095-1539-42a1-9f5b-c4f801c1dee3/ENCFF633LQC.bed.gz	mixed read lengths		
ENCFF074ATJ	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR301TFY	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										DKC1-human	RNA				ultraviolet irradiation	strand-specific	2016-04-26	ENCODE		see document	175-300	1	1_1							/files/ENCFF568RRM/, /files/ENCFF973XJS/	319380	Gene Yeo, UCSD	18c0388a7c17b1e525e6e687731267a3		https://www.encodeproject.org/files/ENCFF074ATJ/@@download/ENCFF074ATJ.bed.gz				released	s3://encode-public/2016/11/30/8c8a5fdb-1b92-4ac6-b1f4-492dc9133f49/ENCFF074ATJ.bed.gz	mixed read lengths		
ENCFF043XKO	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR301TFY	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										DKC1-human	RNA				ultraviolet irradiation	strand-specific	2016-04-26	ENCODE		see document	175-300	2	2_1							/files/ENCFF111YEH/, /files/ENCFF973XJS/	863484	Gene Yeo, UCSD	2fc0b952000416d121994ba587ab6c81		https://www.encodeproject.org/files/ENCFF043XKO/@@download/ENCFF043XKO.bed.gz				released	s3://encode-public/2016/11/30/fe58623d-7fc1-48e9-8371-a36e68465925/ENCFF043XKO.bed.gz	mixed read lengths		
ENCFF897PMV	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR301TFY	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										DKC1-human	RNA				ultraviolet irradiation	strand-specific	2016-04-26	ENCODE		see document	175-300	1	1_1							/files/ENCFF732TFX/, /files/ENCFF038LJH/	311767	Gene Yeo, UCSD	484fc97daefa86fce9005a8dd3012395		https://www.encodeproject.org/files/ENCFF897PMV/@@download/ENCFF897PMV.bed.gz				released	s3://encode-public/2016/11/30/de509fe9-3ee7-42d2-a120-a5c596e041af/ENCFF897PMV.bed.gz	mixed read lengths		
ENCFF841ZPX	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR301TFY	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										DKC1-human	RNA				ultraviolet irradiation	strand-specific	2016-04-26	ENCODE		see document	175-300	2	2_1							/files/ENCFF252TQP/, /files/ENCFF038LJH/	849912	Gene Yeo, UCSD	a12932467d4b021b8a28a14191d09111		https://www.encodeproject.org/files/ENCFF841ZPX/@@download/ENCFF841ZPX.bed.gz				released	s3://encode-public/2016/11/30/7e1fb3f1-b535-476b-bc5d-ba03b060fe24/ENCFF841ZPX.bed.gz	mixed read lengths		
ENCFF017IRY	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR527DXF	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										EFTUD2-human	RNA				ultraviolet irradiation	strand-specific	2016-04-26	ENCODE		see document	175-300	1, 2	1_1, 2_1							/files/ENCFF056AWB/, /files/ENCFF955RUR/, /files/ENCFF201YNC/, /files/ENCFF381UFF/, /files/ENCFF511ZTQ/, /files/ENCFF039QTN/	181698	Gene Yeo, UCSD	eba1e45e60f7c4306fbf5cc76fb8e101		https://www.encodeproject.org/files/ENCFF017IRY/@@download/ENCFF017IRY.bed.gz				released	s3://encode-public/2018/06/08/c929b582-06cb-4965-9939-728fe001c536/ENCFF017IRY.bed.gz			
ENCFF796RMF	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR527DXF	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										EFTUD2-human	RNA				ultraviolet irradiation	strand-specific	2016-04-26	ENCODE		see document	175-300	1, 2	1_1, 2_1							/files/ENCFF499JDZ/, /files/ENCFF269URO/, /files/ENCFF128MQR/, /files/ENCFF061QCD/, /files/ENCFF723JLV/, /files/ENCFF714YXE/	173686	Gene Yeo, UCSD	668e69b68ac071f08cb66335ebf6a344		https://www.encodeproject.org/files/ENCFF796RMF/@@download/ENCFF796RMF.bed.gz				released	s3://encode-public/2018/12/03/c3363c45-01ad-4987-a537-d6a40e12d92d/ENCFF796RMF.bed.gz			
ENCFF511ZTQ	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR527DXF	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										EFTUD2-human	RNA				ultraviolet irradiation	strand-specific	2016-04-26	ENCODE		see document	175-300	1	1_1							/files/ENCFF201YNC/, /files/ENCFF056AWB/	2345059	Gene Yeo, UCSD	c063a0df0ed10076ac253e8493e56bc7		https://www.encodeproject.org/files/ENCFF511ZTQ/@@download/ENCFF511ZTQ.bed.gz				released	s3://encode-public/2016/11/30/4fabdc9a-b300-4160-b57e-9561f48f2449/ENCFF511ZTQ.bed.gz			
ENCFF955RUR	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR527DXF	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										EFTUD2-human	RNA				ultraviolet irradiation	strand-specific	2016-04-26	ENCODE		see document	175-300	2	2_1							/files/ENCFF381UFF/, /files/ENCFF056AWB/	1624744	Gene Yeo, UCSD	0fe8c64f614f89fda7784fa435bc7f49		https://www.encodeproject.org/files/ENCFF955RUR/@@download/ENCFF955RUR.bed.gz				released	s3://encode-public/2016/11/30/b5af37e1-cae9-4cae-9c61-6ac7b868c3aa/ENCFF955RUR.bed.gz			
ENCFF128MQR	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR527DXF	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										EFTUD2-human	RNA				ultraviolet irradiation	strand-specific	2016-04-26	ENCODE		see document	175-300	1	1_1							/files/ENCFF499JDZ/, /files/ENCFF723JLV/	2330348	Gene Yeo, UCSD	e06bc4638bd93afa039069ce016d10f9		https://www.encodeproject.org/files/ENCFF128MQR/@@download/ENCFF128MQR.bed.gz				released	s3://encode-public/2016/11/30/d6d1b592-33e3-40e1-abff-298ddf702b97/ENCFF128MQR.bed.gz			
ENCFF714YXE	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR527DXF	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										EFTUD2-human	RNA				ultraviolet irradiation	strand-specific	2016-04-26	ENCODE		see document	175-300	2	2_1							/files/ENCFF061QCD/, /files/ENCFF723JLV/	1566631	Gene Yeo, UCSD	42239765810ecda4abb405cbaee967d3		https://www.encodeproject.org/files/ENCFF714YXE/@@download/ENCFF714YXE.bed.gz				released	s3://encode-public/2016/11/30/47dc7f41-f786-4d36-9d9c-d5adf761b4ee/ENCFF714YXE.bed.gz			
ENCFF265RIO	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR023UHL	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										FASTKD2-human	RNA				ultraviolet irradiation	strand-specific	2016-08-19	ENCODE		see document	175-300	1, 2	1_1, 2_1							/files/ENCFF217NZS/, /files/ENCFF903QKL/, /files/ENCFF503DBN/, /files/ENCFF121OYK/, /files/ENCFF039QTN/, /files/ENCFF136QLO/	20791	Gene Yeo, UCSD	39254825e1e43bb6fb49edd965f2f9d6		https://www.encodeproject.org/files/ENCFF265RIO/@@download/ENCFF265RIO.bed.gz				released	s3://encode-public/2018/06/08/e7b091cf-f93e-4ba8-8c28-d6e5a0f7c85e/ENCFF265RIO.bed.gz			
ENCFF498IGK	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR023UHL	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										FASTKD2-human	RNA				ultraviolet irradiation	strand-specific	2016-08-19	ENCODE		see document	175-300	1, 2	1_1, 2_1							/files/ENCFF828HJF/, /files/ENCFF064QSN/, /files/ENCFF269URO/, /files/ENCFF585BNE/, /files/ENCFF177RJW/, /files/ENCFF307ZHU/	20927	Gene Yeo, UCSD	fe2e5bac4437c1ca4b77d0f5ff15355d		https://www.encodeproject.org/files/ENCFF498IGK/@@download/ENCFF498IGK.bed.gz				released	s3://encode-public/2018/12/03/e4e2e5d1-4264-4252-85cc-7d45605dfd64/ENCFF498IGK.bed.gz			
ENCFF503DBN	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR023UHL	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										FASTKD2-human	RNA				ultraviolet irradiation	strand-specific	2016-08-19	ENCODE		see document	175-300	1	1_1							/files/ENCFF903QKL/, /files/ENCFF217NZS/	2514009	Gene Yeo, UCSD	aa55fa40a9c0926747dfc589f6a05e08		https://www.encodeproject.org/files/ENCFF503DBN/@@download/ENCFF503DBN.bed.gz				released	s3://encode-public/2016/11/30/3215afad-f091-433b-88b8-d017b8e7445e/ENCFF503DBN.bed.gz			
ENCFF136QLO	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR023UHL	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										FASTKD2-human	RNA				ultraviolet irradiation	strand-specific	2016-08-19	ENCODE		see document	175-300	2	2_1							/files/ENCFF121OYK/, /files/ENCFF217NZS/	1635960	Gene Yeo, UCSD	b5be4facbc24a8a39b67b93dd583b804		https://www.encodeproject.org/files/ENCFF136QLO/@@download/ENCFF136QLO.bed.gz				released	s3://encode-public/2016/11/30/5485322b-18ab-4d7d-bf1a-c08c7ecf6f42/ENCFF136QLO.bed.gz			
ENCFF828HJF	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR023UHL	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										FASTKD2-human	RNA				ultraviolet irradiation	strand-specific	2016-08-19	ENCODE		see document	175-300	2	2_1							/files/ENCFF307ZHU/, /files/ENCFF585BNE/	1593005	Gene Yeo, UCSD	1f3c649d33253094534d3f8fac5461e8		https://www.encodeproject.org/files/ENCFF828HJF/@@download/ENCFF828HJF.bed.gz				released	s3://encode-public/2016/11/30/f65b9319-96a5-4040-abd6-b15d0f24aac4/ENCFF828HJF.bed.gz			
ENCFF177RJW	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR023UHL	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										FASTKD2-human	RNA				ultraviolet irradiation	strand-specific	2016-08-19	ENCODE		see document	175-300	1	1_1							/files/ENCFF064QSN/, /files/ENCFF585BNE/	2509150	Gene Yeo, UCSD	a55a3b0cd2f9bf081f72dacc6d93fcb0		https://www.encodeproject.org/files/ENCFF177RJW/@@download/ENCFF177RJW.bed.gz				released	s3://encode-public/2016/11/30/314e1127-a1ff-43ab-af04-b0932a3f22f6/ENCFF177RJW.bed.gz			
ENCFF885OWJ	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR648LAH	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										DDX3X-human	RNA				ultraviolet irradiation	strand-specific	2016-04-26	ENCODE		see document	175-300	1, 2	1_1, 2_1							/files/ENCFF889OOU/, /files/ENCFF799ICU/, /files/ENCFF440HUP/, /files/ENCFF798XQM/, /files/ENCFF039QTN/, /files/ENCFF984UNN/	213704	Gene Yeo, UCSD	1faea614f007a2d0076141cc4db94774		https://www.encodeproject.org/files/ENCFF885OWJ/@@download/ENCFF885OWJ.bed.gz				released	s3://encode-public/2018/06/08/52e9abba-006a-49fd-91c0-edfe195752af/ENCFF885OWJ.bed.gz			
ENCFF777NMK	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR648LAH	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										DDX3X-human	RNA				ultraviolet irradiation	strand-specific	2016-04-26	ENCODE		see document	175-300	1, 2	1_1, 2_1							/files/ENCFF402KOO/, /files/ENCFF269URO/, /files/ENCFF957SIF/, /files/ENCFF871UZO/, /files/ENCFF635SWD/, /files/ENCFF887TNO/	204034	Gene Yeo, UCSD	13c69c357e10e7c719c281487e9e2d56		https://www.encodeproject.org/files/ENCFF777NMK/@@download/ENCFF777NMK.bed.gz				released	s3://encode-public/2018/12/03/61a16d63-8685-4fd6-b07d-0288d58f9c5c/ENCFF777NMK.bed.gz			
ENCFF798XQM	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR648LAH	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										DDX3X-human	RNA				ultraviolet irradiation	strand-specific	2016-04-26	ENCODE		see document	175-300	1	1_1							/files/ENCFF984UNN/, /files/ENCFF440HUP/	1345125	Gene Yeo, UCSD	420cad16b860fcdadb90cda2dbc88005		https://www.encodeproject.org/files/ENCFF798XQM/@@download/ENCFF798XQM.bed.gz				released	s3://encode-public/2016/11/30/ce3915b0-4e61-4118-adc1-f101b14e0899/ENCFF798XQM.bed.gz			
ENCFF799ICU	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR648LAH	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										DDX3X-human	RNA				ultraviolet irradiation	strand-specific	2016-04-26	ENCODE		see document	175-300	2	2_1							/files/ENCFF889OOU/, /files/ENCFF440HUP/	809347	Gene Yeo, UCSD	3057390c6a709bb738b2428da33d0050		https://www.encodeproject.org/files/ENCFF799ICU/@@download/ENCFF799ICU.bed.gz				released	s3://encode-public/2016/11/30/e8ab1903-fde3-46f9-b378-6e96b15dfffc/ENCFF799ICU.bed.gz			
ENCFF635SWD	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR648LAH	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										DDX3X-human	RNA				ultraviolet irradiation	strand-specific	2016-04-26	ENCODE		see document	175-300	1	1_1							/files/ENCFF402KOO/, /files/ENCFF887TNO/	1337323	Gene Yeo, UCSD	ed2474a1482894f21c68bcb58d350e3b		https://www.encodeproject.org/files/ENCFF635SWD/@@download/ENCFF635SWD.bed.gz				released	s3://encode-public/2016/11/30/df8c9742-edd7-4162-b64b-fa413c7ba14d/ENCFF635SWD.bed.gz			
ENCFF871UZO	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR648LAH	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										DDX3X-human	RNA				ultraviolet irradiation	strand-specific	2016-04-26	ENCODE		see document	175-300	2	2_1							/files/ENCFF957SIF/, /files/ENCFF887TNO/	783274	Gene Yeo, UCSD	52833caa6cf9ca6f32700557f7fe8cba		https://www.encodeproject.org/files/ENCFF871UZO/@@download/ENCFF871UZO.bed.gz				released	s3://encode-public/2016/11/30/9d132a69-cc5d-40f1-8152-604df87ff804/ENCFF871UZO.bed.gz			
ENCFF656IDO	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR571ROL	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										XRCC6-human	RNA				ultraviolet irradiation	strand-specific	2016-09-21	ENCODE		see document	175-300	1, 2	1_1, 2_1							/files/ENCFF021CNP/, /files/ENCFF350VUK/, /files/ENCFF381LFD/, /files/ENCFF225IXQ/, /files/ENCFF039QTN/, /files/ENCFF128IDP/	2727	Gene Yeo, UCSD	f61c2ac0edbab0b46129fecab6c1b94a		https://www.encodeproject.org/files/ENCFF656IDO/@@download/ENCFF656IDO.bed.gz				released	s3://encode-public/2018/06/08/98d494bd-4347-4076-8b46-52f1fb1e3d9f/ENCFF656IDO.bed.gz			
ENCFF993VRZ	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR571ROL	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										XRCC6-human	RNA				ultraviolet irradiation	strand-specific	2016-09-21	ENCODE		see document	175-300	1, 2	1_1, 2_1							/files/ENCFF356JSO/, /files/ENCFF862XEI/, /files/ENCFF269URO/, /files/ENCFF438ULK/, /files/ENCFF594ZPR/, /files/ENCFF474WKB/	2821	Gene Yeo, UCSD	c96f1ae47612d04ab2fd51b87c46c95e		https://www.encodeproject.org/files/ENCFF993VRZ/@@download/ENCFF993VRZ.bed.gz				released	s3://encode-public/2018/12/03/646f1dc6-48be-423d-a334-6d7133a1e7fc/ENCFF993VRZ.bed.gz			
ENCFF225IXQ	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR571ROL	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										XRCC6-human	RNA				ultraviolet irradiation	strand-specific	2016-09-21	ENCODE		see document	175-300	2	2_1							/files/ENCFF128IDP/, /files/ENCFF350VUK/	645418	Gene Yeo, UCSD	df688a86a81ebef4f9e7f5500b3afaf0		https://www.encodeproject.org/files/ENCFF225IXQ/@@download/ENCFF225IXQ.bed.gz				released	s3://encode-public/2016/11/30/4c864999-8701-4ee3-9618-2de3368a5322/ENCFF225IXQ.bed.gz			
ENCFF381LFD	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR571ROL	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										XRCC6-human	RNA				ultraviolet irradiation	strand-specific	2016-09-21	ENCODE		see document	175-300	1	1_1							/files/ENCFF021CNP/, /files/ENCFF350VUK/	1381626	Gene Yeo, UCSD	9919cd1d133ed408aa0143a42d9e1c3e		https://www.encodeproject.org/files/ENCFF381LFD/@@download/ENCFF381LFD.bed.gz				released	s3://encode-public/2016/11/30/37ee4270-67dd-4be1-8df5-53e9475800a8/ENCFF381LFD.bed.gz			
ENCFF862XEI	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR571ROL	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										XRCC6-human	RNA				ultraviolet irradiation	strand-specific	2016-09-21	ENCODE		see document	175-300	2	2_1							/files/ENCFF474WKB/, /files/ENCFF594ZPR/	644763	Gene Yeo, UCSD	5cfe603bdc8db9fda2577ef4acb0aee8		https://www.encodeproject.org/files/ENCFF862XEI/@@download/ENCFF862XEI.bed.gz				released	s3://encode-public/2016/11/30/dddf65ab-cc43-457a-913e-a6608a069117/ENCFF862XEI.bed.gz			
ENCFF356JSO	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR571ROL	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										XRCC6-human	RNA				ultraviolet irradiation	strand-specific	2016-09-21	ENCODE		see document	175-300	1	1_1							/files/ENCFF438ULK/, /files/ENCFF594ZPR/	1386680	Gene Yeo, UCSD	043661d11e678b093877ac0bc38d4f66		https://www.encodeproject.org/files/ENCFF356JSO/@@download/ENCFF356JSO.bed.gz				released	s3://encode-public/2016/11/30/a0cced76-057d-4f9f-a646-2b9d66a51c64/ENCFF356JSO.bed.gz			
ENCFF159VOF	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR202BFN	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										U2AF2-human	RNA				ultraviolet irradiation	strand-specific	2015-11-09	ENCODE		see document	175-300	1, 2	1_1, 2_1							/files/ENCFF555WXD/, /files/ENCFF706QJH/, /files/ENCFF523JWI/, /files/ENCFF045UZN/, /files/ENCFF444TCK/, /files/ENCFF039QTN/	227616	Gene Yeo, UCSD	8b5f1f6e483af6ff96505d6af686c414		https://www.encodeproject.org/files/ENCFF159VOF/@@download/ENCFF159VOF.bed.gz				released	s3://encode-public/2018/06/08/3e2d41b6-9b22-4a29-a06c-fb5f689bb02e/ENCFF159VOF.bed.gz	mixed read lengths		
ENCFF721PWF	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR202BFN	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										U2AF2-human	RNA				ultraviolet irradiation	strand-specific	2015-11-09	ENCODE		see document	175-300	1, 2	1_1, 2_1							/files/ENCFF033XVX/, /files/ENCFF243RQR/, /files/ENCFF358STL/, /files/ENCFF067JAD/, /files/ENCFF269URO/, /files/ENCFF825YLL/	230034	Gene Yeo, UCSD	f0bd2d61ed030517945b6f7f080f88c4		https://www.encodeproject.org/files/ENCFF721PWF/@@download/ENCFF721PWF.bed.gz				released	s3://encode-public/2018/12/03/0151fa4f-f1a4-480e-bd92-f6f75c09cc42/ENCFF721PWF.bed.gz	mixed read lengths		
ENCFF444TCK	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR202BFN	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										U2AF2-human	RNA				ultraviolet irradiation	strand-specific	2015-11-09	ENCODE		see document	175-300	1	1_1							/files/ENCFF555WXD/, /files/ENCFF045UZN/	3025512	Gene Yeo, UCSD	1bc27cd04d6f40ec47e02aed29f3d78b		https://www.encodeproject.org/files/ENCFF444TCK/@@download/ENCFF444TCK.bed.gz				released	s3://encode-public/2016/11/30/cdd94985-a79a-4af7-97d6-3866042d5376/ENCFF444TCK.bed.gz	mixed read lengths		
ENCFF523JWI	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR202BFN	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										U2AF2-human	RNA				ultraviolet irradiation	strand-specific	2015-11-09	ENCODE		see document	175-300	2	2_1							/files/ENCFF706QJH/, /files/ENCFF045UZN/	2210381	Gene Yeo, UCSD	987708c413e21e2485cbe246161da05c		https://www.encodeproject.org/files/ENCFF523JWI/@@download/ENCFF523JWI.bed.gz				released	s3://encode-public/2016/11/30/dddbd2f7-a975-4eaa-b78e-1b69ff5baa24/ENCFF523JWI.bed.gz	mixed read lengths		
ENCFF067JAD	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR202BFN	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										U2AF2-human	RNA				ultraviolet irradiation	strand-specific	2015-11-09	ENCODE		see document	175-300	1	1_1							/files/ENCFF358STL/, /files/ENCFF825YLL/	3045460	Gene Yeo, UCSD	723023537543684965a1eb580117905e		https://www.encodeproject.org/files/ENCFF067JAD/@@download/ENCFF067JAD.bed.gz				released	s3://encode-public/2016/11/30/cee434c6-09c6-43ee-b12b-58922d5faa07/ENCFF067JAD.bed.gz	mixed read lengths		
